,count,mean,std,min,25%,50%,75%,max
dltt_be_median,47539.0,0.31500000000013423,1.342273754452175e-13,0.315,0.315,0.315,0.315,0.315
dpr_median,47539.0,0.17799999999992486,7.516288931051467e-14,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002
efftax_median,47539.0,0.31600000000024664,2.4663863900045547e-13,0.316,0.316,0.316,0.316,0.316
equity_invcap_median,47539.0,0.7181264645870704,0.006956515698776074,0.706,0.7170000000000001,0.718,0.72,0.728
evm_median,47539.0,10.005567092282522,0.12916201534371122,9.761000000000001,9.963,10.01,10.022,10.185
fcf_ocf_median,47539.0,0.6879999999991906,8.093610975977134e-13,0.688,0.688,0.688,0.688,0.688
gpm_median,47539.0,0.39199999999984886,1.5115845464736445e-13,0.392,0.392,0.392,0.392,0.392
GProf_median,47539.0,0.22120989082618955,0.0013767022961697346,0.21899999999999997,0.221,0.221,0.222,0.225
int_debt_median,47539.0,0.057999999999993224,6.7724316808587816e-15,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.057999999999999996
int_totdebt_median,47539.0,0.05099999999996761,3.238415845754911e-14,0.051,0.051,0.051,0.051,0.051
intcov_median,47539.0,2.9719999999985216,1.4783885288904187e-12,2.972,2.972,2.972,2.972,2.972
intcov_ratio_median,47539.0,4.1510000000033624,3.362678864751652e-12,4.151,4.151,4.151,4.151,4.151
inv_turn_median,47539.0,4.902000000001479,1.4788326227711307e-12,4.902,4.902,4.902,4.902,4.902
invt_act_median,47539.0,0.11899999999995337,4.6643735408537633e-14,0.11900000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001
lt_debt_median,47539.0,0.26099825406519633,0.009935721360027627,0.237,0.254,0.261,0.26899999999999996,0.2725
lt_ppent_median,47539.0,4.461999999999561,4.3876475414350663e-13,4.462,4.462,4.462,4.462,4.462
npm_median,47539.0,0.04299999999994941,5.058506859985709e-14,0.043,0.043,0.043,0.043,0.043
ocf_lct_median,47539.0,0.3690000000001377,1.377246147558249e-13,0.369,0.369,0.369,0.369,0.369
opmad_median,47539.0,0.09000000000005876,5.875917159171328e-14,0.09,0.09,0.09,0.09,0.09
opmbd_median,47539.0,0.1369999999999352,6.478219484887047e-14,0.13699999999999998,0.13699999999999998,0.13699999999999998,0.13699999999999998,0.13699999999999998
pay_turn_median,47539.0,7.849999999995958,4.041254314479667e-12,7.85,7.85,7.85,7.85,7.85
pcf_median,47539.0,9.050737668017709,0.5357491978381091,8.156,8.431000000000001,9.125,9.539,9.732999999999999
pe_exi_median,47539.0,15.119077630993282,0.360986591152922,14.292,14.869499999999999,15.0765,15.442499999999999,15.568
pe_inc_median,47539.0,15.006974505132174,0.33721769709584254,14.2,14.796,14.967,15.285,15.397
pe_op_basic_median,47539.0,15.063870590448863,0.38375449439288417,14.126,14.838000000000001,15.038,15.300999999999998,15.527999999999999
pe_op_dil_median,47539.0,15.29738214939455,0.373465252883191,14.405,15.0495,15.272,15.519,15.75
PEG_1yrforward_median,47539.0,0.02700000000002238,2.2378168207755708e-14,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003
