,feature,correlation,correlation_direction,significance
350,past_twentythree_month_return_zscore,0.0012712213302694046,0.0012712213302694046,0.13762726714140994
351,roe,0.001267396159613895,0.001267396159613895,0.13881519099628992
352,bm,0.0012625170842912837,-0.0012625170842912837,0.14034185147210132
353,roe_zscore,0.0012618189234100364,0.0012618189234100364,0.14056135785265925
354,quick_ratio_sector_zscore,0.0012527833437486603,0.0012527833437486603,0.14342607592497184
355,sale_nwc,0.0012424673303523303,0.0012424673303523303,0.1467512727583268
356,past_fifteen_month_return,0.0012384006120065075,-0.0012384006120065075,0.14807819898296012
357,efftax_zscore,0.0012195308206895542,-0.0012195308206895542,0.15435541181860019
358,past_twentyeight_month_return_sector_zscore,0.0012130424936692805,0.0012130424936692805,0.1565598978814865
359,sale_nwc_zscore,0.0012073642386022237,0.0012073642386022237,0.1585086717312953
360,sale_nwc_sector_zscore,0.0012014681204039696,0.0012014681204039696,0.16055159373747163
361,dpr,0.0011928603857688706,0.0011928603857688706,0.16356969611877573
362,fcf_ocf_sector_zscore,0.0011666108791276843,-0.0011666108791276843,0.17303751747271814
363,past_eight_month_return_zscore,0.0011625404089598247,-0.0011625404089598247,0.17454164725978666
364,evm,0.0011616165148440863,-0.0011616165148440863,0.1748844020730544
365,efftax_sector_zscore,0.001160090650766536,-0.001160090650766536,0.17545158086726725
366,past_eighteen_month_return,0.001154818735392819,-0.001154818735392819,0.1774217659054772
367,pay_turn_sector_zscore,0.0011494001702894048,0.0011494001702894048,0.1794638776426162
368,evm_zscore,0.0011396221821776725,-0.0011396221821776725,0.1831930694551211
369,dltt_be,0.0011191813331992548,0.0011191813331992548,0.19117387091703247
370,past_eleven_month_return_zscore,0.001105028445086613,-0.001105028445086613,0.19684764808907254
371,dltt_be_zscore,0.001100742750903914,0.001100742750903914,0.19858983120385107
372,april,0.0010954577447172629,-0.0010954577447172629,0.20075373512597894
373,past_twentythree_month_return,0.0010846506106178123,0.0010846506106178123,0.20523209732210387
374,past_ten_month_return_zscore,0.0010784480890439852,-0.0010784480890439852,0.20783492974052117
375,past_eighteen_month_return_zscore,0.0009896166678536858,-0.0009896166678536858,0.24776578935563429
376,past_seven_month_return_zscore,0.0009801723371187538,-0.0009801723371187538,0.25230739259129287
377,past_twentytwo_month_return_zscore,0.0009772040862069938,0.0009772040862069938,0.2537466800718605
378,past_eight_month_return,0.0009771848450416114,-0.0009771848450416114,0.2537560286474766
379,past_ten_month_return,0.0009699505449666144,-0.0009699505449666144,0.25728789893271714
380,evm_sector_zscore,0.0009550131738069266,-0.0009550131738069266,0.2646880514881334
381,past_seventeen_month_return_zscore,0.0009537418644677956,-0.0009537418644677956,0.26532457967440765
382,aftret_equity_zscore,0.0008997433375016132,0.0008997433375016132,0.2933374968550997
383,debt_invcap_sector_zscore,0.0008845259077271577,-0.0008845259077271577,0.30157794398310894
384,dpr_zscore,0.000863744378337033,0.000863744378337033,0.31307809652053115
385,past_eleven_month_return,0.0008619488843224585,-0.0008619488843224585,0.3140850685429292
386,past_six_month_return_zscore,0.0008568967205457515,-0.0008568967205457515,0.31692990613980193
387,staff_sale_zscore,0.0008542627135013431,-0.0008542627135013431,0.31841977903136376
388,fcf_ocf_zscore,0.0008527625433774426,-0.0008527625433774426,0.31927036690852284
389,past_twentytwo_month_return,0.0008453670621851413,0.0008453670621851413,0.32348527501568447
390,fcf_ocf,0.0008381692483908619,-0.0008381692483908619,0.327622189696662
391,past_five_month_return_sector_zscore,0.0008345147680896443,0.0008345147680896443,0.3297356723606337
392,past_thirteen_month_return_zscore,0.0008319134785274248,-0.0008319134785274248,0.3312454345153669
393,past_seventeen_month_return,0.0008274385079971965,-0.0008274385079971965,0.33385310488591347
394,aftret_equity,0.0007841238509114899,0.0007841238509114899,0.35977502539236605
395,past_one_month_return_sector_zscore,0.0007728554223593078,0.0007728554223593078,0.36672058300019794
396,past_six_month_return,0.0007585299684946473,-0.0007585299684946473,0.37567020649168337
397,pay_turn,0.0007402639906988383,-0.0007402639906988383,0.3872753715677417
398,past_three_month_return_zscore,0.0007319173436620341,-0.0007319173436620341,0.3926503491425216
399,recdown_sector_zscore,0.000730196060032559,0.000730196060032559,0.3937644001320565
400,pay_turn_zscore,0.0007266462284212071,-0.0007266462284212071,0.39606796066274974
401,past_nine_month_return_zscore,0.0007188420551714987,-0.0007188420551714987,0.4011607836499905
402,september,0.0007059178368195355,-0.0007059178368195355,0.4096808060294762
403,SELLPCT_sector_zscore,0.0007035470597498535,0.0007035470597498535,0.41125529043533116
404,past_thirteen_month_return,0.0006859703115442056,-0.0006859703115442056,0.4230399760546577
405,debt_capital_zscore,0.0006818792140388786,0.0006818792140388786,0.4258110359789239
406,march,0.0006572916213428138,-0.0006572916213428138,0.4426868666329893
407,past_nineteen_month_return_sector_zscore,0.0006567535952264882,0.0006567535952264882,0.44306037010868826
408,debt_capital,0.0006277764378316547,0.0006277764378316547,0.46344099188745236
409,may,0.0006252754804974289,0.0006252754804974289,0.46522415812384643
410,past_seven_month_return,0.0006091566401528538,-0.0006091566401528538,0.4768078244040105
411,past_sixteen_month_return_sector_zscore,0.0005979072293977159,-0.0005979072293977159,0.4849847764557358
412,roce_sector_zscore,0.0005894123197472774,-0.0005894123197472774,0.49120952480587265
413,past_two_month_return_zscore,0.0005630570686947325,-0.0005630570686947325,0.5107916513723033
414,past_two_month_return,0.0005534165525065926,-0.0005534165525065926,0.5180551993093472
415,past_fifteen_month_return_sector_zscore,0.0005409811059553526,-0.0005409811059553526,0.5275028340401235
416,debt_capital_sector_zscore,0.0005282428123607269,0.0005282428123607269,0.5372708410755966
417,past_fourteen_month_return_sector_zscore,0.0004927410634998228,-0.0004927410634998228,0.5649653299752162
418,debt_ebitda_sector_zscore,0.00044742837259430094,0.00044742837259430094,0.6012801686092537
419,debt_ebitda,0.00044351664166186885,0.00044351664166186885,0.6044639468626211
420,past_three_month_return,0.0004296792420002868,-0.0004296792420002868,0.6157864835971074
421,past_eight_month_return_sector_zscore,0.0004205423304508072,-0.0004205423304508072,0.6233134945281257
422,debt_ebitda_zscore,0.0003910341343705765,0.0003910341343705765,0.647889207749041
423,past_thirteen_month_return_sector_zscore,0.00038219163420257846,0.00038219163420257846,0.6553306009695882
424,past_nine_month_return,0.0003759737928312714,-0.0003759737928312714,0.6605838429250221
425,past_nineteen_month_return_zscore,0.00031630765316941183,-0.00031630765316941183,0.7118132331527999
426,past_one_month_return,0.0003037142379265202,0.0003037142379265202,0.7228039667653242
427,past_nineteen_month_return,0.00023242762880065098,-0.00023242762880065098,0.7860397078101717
428,past_eleven_month_return_sector_zscore,0.0002207255937701127,-0.0002207255937701127,0.7965691528002938
429,past_ten_month_return_sector_zscore,0.0002108319429119431,-0.0002108319429119431,0.805500486762838
430,past_five_month_return_zscore,0.00020664489834358149,-0.00020664489834358149,0.8092880025906336
431,november,0.00020414292049563898,0.00020414292049563898,0.8115533812858344
432,past_nine_month_return_sector_zscore,0.00019880154981464775,0.00019880154981464775,0.8163949063756811
433,past_seven_month_return_sector_zscore,0.00019757641687427727,-0.00019757641687427727,0.8175063873575467
434,past_three_month_return_sector_zscore,0.00012526987271479538,-0.00012526987271479538,0.8836804950779398
435,rect_turn_sector_zscore,0.0001204272171292023,-0.0001204272171292023,0.8881469810408449
436,past_one_month_return_zscore,0.00011225146855857468,0.00011225146855857468,0.8956956431905715
437,lt_ppent,0.00010115380933327776,0.00010115380933327776,0.905957102078975
438,past_eighteen_month_return_sector_zscore,9.505453871251816e-05,-9.505453871251816e-05,0.9116036021463073
439,past_five_month_return,8.9705141459112e-05,8.9705141459112e-05,0.9165595807355518
440,past_six_month_return_sector_zscore,8.150275104667293e-05,-8.150275104667293e-05,0.9241649683369095
441,lt_ppent_zscore,7.874142225702608e-05,-7.874142225702608e-05,0.9267269123345845
442,past_seventeen_month_return_sector_zscore,6.281448418423176e-05,-6.281448418423176e-05,0.9415178369001194
443,recdown,4.019567934090345e-05,4.019567934090345e-05,0.9625568028057838
444,roe_sector_zscore,2.4084974197683415e-05,-2.4084974197683415e-05,0.9775590142518098
445,past_two_month_return_sector_zscore,2.3100296374011503e-05,-2.3100296374011503e-05,0.9784762527248365
